Transportmittel,Schlange,Reisezeit
Strassenbahn,0,1093.4237589349186
Taxi,0,1149.7171719180005
Taxi,1,998.8524213559285
Taxi,0,576.8678728493362
Strassenbahn,0,1181.7807882182574
Taxi,0,702.4156670914049
Taxi,0,725.6254797352725
Strassenbahn,0,1283.5381505995892
Taxi,0,585.0986580341215
Strassenbahn,0,1014.1537720176127
Strassenbahn,0,1143.6522700238056
Taxi,1,871.508118359616
Taxi,0,653.7398486474954
Taxi,0,638.1684502986434
Taxi,1,1231.0244946883918
Strassenbahn,0,1156.8554759678432
Strassenbahn,0,1103.470316856245
Strassenbahn,0,1117.1112703257818
Taxi,0,628.2064060026182
Taxi,1,575.5098617966192
Taxi,1,1188.7636453751188
Strassenbahn,0,1034.5430800864083
Taxi,2,810.1352720293072
Taxi,0,619.7718340036943
Taxi,0,712.3864851386445
Strassenbahn,0,1025.841799092971
Taxi,0,549.2141219255279
Taxi,2,739.0162318617263
Taxi,2,665.926564495208
Strassenbahn,0,1270.1099056472442
Strassenbahn,0,1173.6097953810981
Strassenbahn,0,1130.2386910866994
Strassenbahn,0,1091.6239627170453
Taxi,1,979.9332113531559
Taxi,0,1389.9497977323017
Strassenbahn,0,1239.1247873897878
Taxi,0,1057.9186192339023
Strassenbahn,0,1211.0526199942651
Strassenbahn,0,1241.3646540968598
Taxi,0,1135.9147030785794
Taxi,0,1109.719302965283
Taxi,0,626.0718620446675
Taxi,3,919.0506408296927
Taxi,0,1040.0163408414337
Strassenbahn,0,1160.8706977717684
Taxi,0,482.9367536486022
Strassenbahn,0,1044.9881846922317
Taxi,0,735.4641870921391
Strassenbahn,0,1166.4605258439892
Taxi,1,870.6528388969064
Strassenbahn,0,1121.8618562020715
Taxi,3,710.0985485797094
Strassenbahn,0,1130.9131067887324
Taxi,2,666.1879022749998
Strassenbahn,0,1061.5029554923167
Taxi,0,586.3870117530515
Taxi,4,805.2385721978353
Taxi,2,895.439453291689
Taxi,0,1045.0968003369253
Taxi,1,855.2946489319402
Taxi,1,1310.4109534602148
Taxi,0,672.5723231012796
Strassenbahn,0,1097.0965071012836
Strassenbahn,0,995.0810379160587
Strassenbahn,0,1200.9655253567796
Taxi,2,748.1458368660851
Taxi,3,1154.7125199734655
Taxi,0,953.1626239884093
Taxi,0,592.8211267250033
Taxi,1,1444.7830107265002
Taxi,3,1219.351591084513
Taxi,0,1086.0275452166084
Taxi,0,1128.094599054255
Strassenbahn,0,1138.1211797542628
Taxi,2,1315.2697726353547
Strassenbahn,0,1237.6351735832345
Taxi,1,610.6151068097099
Strassenbahn,0,1033.903775640222
Strassenbahn,0,1009.6876937097553
Taxi,0,679.1959437097925
Taxi,1,742.5937707733261
Strassenbahn,0,1067.6387570309694
Strassenbahn,0,1245.1313220172622
Taxi,2,838.385375681187
Strassenbahn,0,1290.9582971283994
Taxi,0,604.092700399699
Strassenbahn,0,1219.4388074807712
Strassenbahn,0,1322.1769402693271
Strassenbahn,0,1103.8605494227236
Taxi,3,1012.1584621536574
Strassenbahn,0,1258.1932100717906
Taxi,4,797.3681075613893
Taxi,0,569.4770749636281
Taxi,2,965.3945599507979
Strassenbahn,0,1053.702832286038
Strassenbahn,0,1142.6039700885913
Taxi,0,1318.4016579655724
Taxi,0,655.3351806301941
Taxi,3,851.0524502766652
Strassenbahn,0,998.1303922525651
Taxi,0,770.5802332773491
Strassenbahn,0,1126.1071828973472
Taxi,0,645.90287887609
Strassenbahn,0,1138.477823618341
Strassenbahn,0,1299.1819215108926
Taxi,0,720.7681999231778
Taxi,0,586.2480895212327
Strassenbahn,0,1174.7114543475316
Taxi,2,632.1140943836513
Taxi,1,1144.4060930591227
Strassenbahn,0,1124.9838816830706
Taxi,2,653.8526225200671
Taxi,0,784.1248532797882
Taxi,0,686.5749896945396
Taxi,0,1135.4159933917404
Taxi,1,1291.4888516651158
Taxi,1,1407.9680119930858
Strassenbahn,0,1292.5995667922748
Taxi,1,967.9331904498179
Taxi,0,818.5356948741761
Taxi,0,973.989414353088
Taxi,1,1315.787624085075
Strassenbahn,0,1148.6515062423123
Taxi,3,790.0785299363439
Taxi,0,952.1352507661919
Strassenbahn,0,1095.196980240683
Taxi,0,761.1787292555323
Taxi,1,1083.5046580002954
Strassenbahn,0,1131.3577062873896
Taxi,0,649.4881085238551
Taxi,0,1362.467243563915
Taxi,0,1222.2941609695988
Taxi,0,615.8229445776748
Taxi,0,1031.77852549595
Taxi,0,515.5255329755896
Strassenbahn,0,1114.8285708762123
Taxi,0,1008.7577968576283
Strassenbahn,0,1154.9898106299127
Taxi,4,857.2650649840504
Strassenbahn,0,1193.4031947325918
Strassenbahn,0,1262.869974461159
Taxi,2,871.220240012027
Taxi,0,629.7878846024917
Taxi,1,990.470519682856
Strassenbahn,0,1003.4166828827726
Strassenbahn,0,1070.0805604367288
Taxi,0,886.418364836417
Taxi,2,910.0609344917398
Strassenbahn,0,1030.9416068097235
Taxi,0,748.5356050334133
Taxi,0,1303.7555915408775
Strassenbahn,0,1228.9404714361604
Taxi,1,961.8512395653909
Strassenbahn,0,1261.8659700844164
Strassenbahn,0,1052.023728587425
Taxi,0,497.05138832795615
Strassenbahn,0,1133.054211537653
Taxi,0,860.9817254066664
Strassenbahn,0,1197.6262433619652
Taxi,0,504.91203271262134
Taxi,1,926.1286540722876
Taxi,0,466.71899656434726
Taxi,1,1465.7055061275355
Taxi,3,1154.249694165905
Taxi,1,892.6383400223403
Taxi,0,427.5670236885876
Strassenbahn,0,1106.5211019383432
Taxi,2,881.7193863365443
Taxi,0,696.7213794870554
Strassenbahn,0,1139.7644242818885
Taxi,0,864.5439815088772
Taxi,2,924.8479255831405
Strassenbahn,0,1099.0762511340222
Strassenbahn,0,1268.7765908923038
Taxi,2,799.2360207119569
Taxi,1,717.38464351894
Strassenbahn,0,1087.4082478312307
Strassenbahn,0,1152.3937968575046
Taxi,0,673.4005455590436
Taxi,0,1094.4445303153302
Strassenbahn,0,1196.8516109779398
Strassenbahn,0,1237.5629605367126
Taxi,0,664.1332887641502
Taxi,0,1131.3701333229867
Taxi,0,705.7714666820715
Taxi,0,619.7711525155939
Strassenbahn,0,1179.8652164756563
Taxi,0,680.5865098078013
Taxi,0,663.595281189293
Taxi,3,831.195823237819
Taxi,0,591.8401362218102
Taxi,0,631.0748724611159
Taxi,0,1586.7130011780043
Taxi,0,679.7093432957793
Taxi,0,774.344367817831
Taxi,0,887.2017264785794
Strassenbahn,0,1079.3224873603258
Taxi,2,748.6267238500762
Strassenbahn,0,1103.96204963617
Strassenbahn,0,1047.8546333751517
Taxi,0,589.1001159471497
Taxi,1,790.8504954379464
Taxi,0,785.2507082337131
Strassenbahn,0,1071.9782047642238
Taxi,2,1417.0813453699284
Taxi,2,1111.8986047722606
Taxi,0,650.0484493179877
Strassenbahn,0,1228.8936768232156
Strassenbahn,0,1027.728450248419
Strassenbahn,0,1151.254817004739
Taxi,3,1358.2620408678092
Strassenbahn,0,1189.445869356937
Strassenbahn,0,1066.0854206975478
Taxi,1,1154.3382653429346
Taxi,1,875.1796404418194
Taxi,0,604.2524952527593
Taxi,0,617.8396612739405
Strassenbahn,0,1042.5380061536498
Taxi,0,774.4992974536635
Strassenbahn,0,1074.1892486049674
Taxi,1,1116.435903086671
Taxi,2,891.8504215091789
Taxi,0,652.8303595335825
Strassenbahn,0,998.7419635635614
Strassenbahn,0,1148.7378921695863
Strassenbahn,0,1123.6388838827015
Strassenbahn,0,1011.7186320586239
Strassenbahn,0,1085.3326542781451
Taxi,2,932.470747361825
Taxi,4,991.3519879012499
Strassenbahn,0,1046.5622673844168
Taxi,0,1446.323166089855
Taxi,1,538.5264965872772
Strassenbahn,0,1019.7438502709374
Strassenbahn,0,1178.9993967296446
Taxi,2,1067.07116184776
Strassenbahn,0,1180.422144650131
Strassenbahn,0,1035.7737265172113
Strassenbahn,0,1300.8862754951485
Strassenbahn,0,1221.8372289715737
Taxi,0,633.1946129564558
Taxi,1,710.0426934252473
Taxi,0,1138.9223537002986
Taxi,0,616.4620151761865
Strassenbahn,0,1282.5710947039515
Strassenbahn,0,1224.129098400033
Taxi,0,1430.0358262451532
Taxi,0,923.7318418706282
Taxi,1,1369.9450603223638
Taxi,0,662.6341418558819
Taxi,4,874.2794104181463
Taxi,0,578.6104450406501
Strassenbahn,0,1222.9133120070169
Taxi,2,808.7774593479842
Taxi,0,577.1031321202452
Strassenbahn,0,1188.0354038037062
Taxi,0,632.6415188708576
Strassenbahn,0,1007.0116215625195
Strassenbahn,0,1162.6046077188812
Taxi,1,718.4399176684148
Taxi,1,899.2807548494746
Strassenbahn,0,1161.8881714541985
Strassenbahn,0,1250.1101388835987
Strassenbahn,0,1160.6683954630703
Strassenbahn,0,1162.9784968606464
Taxi,2,897.0879962177644
Taxi,0,798.1194896192419
Strassenbahn,0,1120.8079688953253
Strassenbahn,0,1247.1313354986676
Taxi,1,804.80393033337
Taxi,1,759.4478876004462
Taxi,2,681.1751742698874
Taxi,0,699.4323888242444
Taxi,1,1620.797331942448
Taxi,1,1305.4651090832756
Strassenbahn,0,1183.5874842914027
Taxi,1,924.4735755431132
Taxi,2,1153.2466555367687
Strassenbahn,0,1107.8401940050835
Taxi,0,1118.227283887657
Strassenbahn,0,1118.4034444501426
Taxi,1,742.2576039675178
Taxi,0,592.1512486029119
Strassenbahn,0,1200.5999898664954
Taxi,0,589.9351970646674
Taxi,1,1097.1692787507316
Strassenbahn,0,1037.0791074958688
Strassenbahn,0,1066.213151259447
Taxi,0,507.9948338427069
Strassenbahn,0,1223.5646801236385
Taxi,0,706.0057210589318
Strassenbahn,0,1067.9759190625757
Strassenbahn,0,1084.0811965975724
Strassenbahn,0,1105.7159679186925
Strassenbahn,0,1142.8413317367645
Strassenbahn,0,1231.4880413195824
Strassenbahn,0,1181.7372791289756
Taxi,3,1032.4562219134255
Taxi,3,1111.1260597011117
Taxi,0,712.9418638188303
Taxi,0,632.2681018662091
Strassenbahn,0,1078.6839438079085
Strassenbahn,0,1269.6318395746894
Taxi,2,1005.9869382607369
Strassenbahn,0,1045.4124908232275
Taxi,0,725.5636711811949
Taxi,2,1376.107545048371
Strassenbahn,0,1025.4940819728968
Taxi,0,617.4939485481591
Strassenbahn,0,1006.2414597064297
Taxi,2,854.4829130246609
Taxi,2,1282.1704143420397
Taxi,4,878.7941053861446
Strassenbahn,0,1122.6375692766733
Taxi,1,679.4780592942806
Strassenbahn,0,1200.0031758668724
Strassenbahn,0,1015.591130814543
Taxi,3,780.6651039604651
Taxi,0,758.4986749321713
Taxi,0,496.17129021982834
Taxi,1,573.7256603954355
Strassenbahn,0,1143.7542046802241
Strassenbahn,0,1266.6275328530205
Taxi,0,461.9198226150848
Taxi,0,835.8817205525452
Taxi,3,1094.4486458194262
Strassenbahn,0,1164.4444438368012
Taxi,2,1053.5741312803475
Taxi,0,683.2453077237069
Taxi,0,1421.313166550156
Taxi,0,1013.9693237000905
Taxi,1,1310.3060218926987
Strassenbahn,0,1072.443029672782
Taxi,0,610.4078922362432
Strassenbahn,0,1059.3872428436766
Strassenbahn,0,1213.335874726165
Taxi,1,627.7616150948652
Strassenbahn,0,1208.3836506071898
Strassenbahn,0,1248.0842301519338
Taxi,0,533.4986208400591
Strassenbahn,0,1058.2020286514035
Strassenbahn,0,1294.4270863778802
Taxi,3,647.8988628413122
Taxi,2,840.5781736035367
Taxi,0,1011.9520855885329
Strassenbahn,0,1248.2911376538414
Taxi,0,685.7900254133459
Taxi,0,695.5145037427163
Strassenbahn,0,1012.0468347400997
Strassenbahn,0,1007.2916597444641
Strassenbahn,0,1035.0368542613728
Strassenbahn,0,1292.5239566701528
Taxi,1,527.3259313089296
Strassenbahn,0,1156.4304181712955
Strassenbahn,0,1279.8607123984507
Strassenbahn,0,1101.5880679542086
Strassenbahn,0,1042.3227580100856
Taxi,1,1031.4420357966685
Strassenbahn,0,1085.5220809152565
Strassenbahn,0,1032.8318772492494
Strassenbahn,0,1044.5418402411374
Strassenbahn,0,1032.8710886746703
Strassenbahn,0,1035.6459158138678
Taxi,0,686.1977290957714
Taxi,1,942.2478196089448
Taxi,1,939.757884578185
Strassenbahn,0,1099.9734899824616
Strassenbahn,0,1003.9375292444365
Taxi,0,1280.7321490189559
Strassenbahn,0,1062.1998338168346
Taxi,0,613.1621438775345
Taxi,0,517.3058283031961
Strassenbahn,0,1091.3186541893547
Strassenbahn,0,1098.414938677467
Strassenbahn,0,1045.1437523146747
Strassenbahn,0,1014.1036033310116
Strassenbahn,0,1131.2010081218273
Taxi,2,1568.4861776475248
Taxi,0,742.893324380037
Strassenbahn,0,1181.6976492698825
Strassenbahn,0,1006.3522040126473
Strassenbahn,0,1155.9958948455974
Taxi,2,1332.569743026632
Taxi,1,951.08181060159
Taxi,2,1596.640722500964
Strassenbahn,0,1122.5881033245005
Taxi,3,1061.9795083149133
Taxi,0,2158.721828175611
Taxi,1,926.3800868391626
Strassenbahn,0,1191.6947072476883
Strassenbahn,0,1196.2075651253335
Taxi,0,1025.065937647175
Taxi,2,956.657921617435
Strassenbahn,0,1056.5958200749574
Taxi,0,589.7800977364291
Strassenbahn,0,1068.81930956853
Taxi,2,869.0007344610084
Strassenbahn,0,1023.1789354253909
Strassenbahn,0,1119.1860247983973
Taxi,0,818.4864622164242
Strassenbahn,0,1125.309198453803
Taxi,1,1377.1088136761632
Taxi,0,746.7693711299814
Strassenbahn,0,1065.8520398669298
Taxi,0,518.5859443930867
Strassenbahn,0,1012.2581353099757
Taxi,1,886.965797264721
Strassenbahn,0,1005.5873024387841
Taxi,2,958.4331198503841
Taxi,0,563.4911498021265
Taxi,0,519.8364271407845
Taxi,0,515.106464071212
Strassenbahn,0,1038.8092523428254
Strassenbahn,0,1155.6337495604803
Taxi,1,1209.7592630777376
Strassenbahn,0,1183.438083687834
Taxi,2,897.7036469702183
Taxi,0,649.2248953923083
Strassenbahn,0,1058.9141141461664
Taxi,3,725.1607568020523
Taxi,0,560.971022781355
Strassenbahn,0,1043.3225556627017
Taxi,0,835.5069162954969
Taxi,0,507.89631226266266
Strassenbahn,0,1186.2339843628588
Taxi,0,753.4289002880337
Taxi,1,749.5785959697871
Taxi,0,1013.6683845799996
Taxi,0,499.24113695787895
Taxi,0,562.8157126417138
Taxi,1,635.9761463227869
Taxi,0,709.0123766838738
Taxi,0,579.9398285365153
Strassenbahn,0,1214.1840212373804
Strassenbahn,0,1112.4292783703468
Taxi,0,733.9049807879379
Strassenbahn,0,1119.7182438492564
Strassenbahn,0,1150.4619782141217
Strassenbahn,0,1227.8785050675533
Taxi,2,1025.5389299972733
Taxi,0,937.5658144874793
Strassenbahn,0,1044.7039845770505
Strassenbahn,0,1014.0660336773983
Strassenbahn,0,1017.0167237908175
Strassenbahn,0,1290.554330063182
Taxi,2,1085.7277083955012
Taxi,0,584.0621453171306
Taxi,0,1134.5658906128986
Strassenbahn,0,1145.2818734889995
Strassenbahn,0,1118.4781543925542
Taxi,2,748.286338898902
Taxi,2,953.7549885382833
Strassenbahn,0,1152.2701417002336
Taxi,1,1166.2469577767793
Strassenbahn,0,1179.3930804454635
Strassenbahn,0,1056.5488432557254
Taxi,0,677.2512494342417
Strassenbahn,0,1115.5385725473757
Strassenbahn,0,1073.8067371468637
Strassenbahn,0,1171.3675583903823
Strassenbahn,0,1235.74732022986
Taxi,1,984.2786668207359
Strassenbahn,0,1036.117053904648
Strassenbahn,0,1073.9506723657855
Strassenbahn,0,1138.724955027958
Strassenbahn,0,1068.0741082635361
Taxi,1,1097.1832424426
Taxi,1,665.6759773741985
Taxi,0,790.1066943888675
Taxi,2,910.7000265363988
Taxi,0,741.7949351316709
Taxi,0,760.5208703725591
Taxi,0,606.8888881481814
Taxi,0,700.3736504447853
Strassenbahn,0,1028.513193024055
Taxi,0,1126.6690895142751
Strassenbahn,0,1122.1739162573572
Strassenbahn,0,1141.0784269129979
Taxi,2,817.7571241377889
Strassenbahn,0,1088.2421778823646
Taxi,0,580.7196516518819
Strassenbahn,0,1058.4736769142073
Taxi,1,866.9273135252821
Strassenbahn,0,1272.5806597161413
Strassenbahn,0,1245.7678139997618
Strassenbahn,0,1024.4193921077165
Taxi,0,646.9935123721368
Taxi,0,489.12654878206024
Taxi,3,766.8679832678283
Strassenbahn,0,1279.5845155023608
Taxi,0,1045.6183402734025
Taxi,4,714.9129504032305
Taxi,0,490.7743898239491
Taxi,2,1145.8359284540522
Strassenbahn,0,998.3990860816654
Taxi,0,528.8746437072224
Taxi,1,1426.8241810989753
Taxi,0,650.1422822626333
Taxi,2,956.8105688592835
Taxi,1,579.922199680359
Strassenbahn,0,1193.560555841426
Taxi,0,512.3798169332522
Taxi,0,1411.3151377901136
Taxi,0,953.7229278420114
Taxi,1,908.1531328530629
Taxi,1,820.4020652479685
Taxi,0,590.578746290438
Taxi,0,673.4236054553057
Strassenbahn,0,1086.7789290333412
Taxi,0,1480.5282338339216
Strassenbahn,0,1144.8398357799265
Strassenbahn,0,1293.3927093449693
Strassenbahn,0,1103.065510631119
Taxi,2,776.9677289483612
Taxi,0,1078.7977062960888
Strassenbahn,0,1065.74371170067
Strassenbahn,0,1107.9223506094233
Taxi,0,1460.2285244831446
Strassenbahn,0,1239.76881617566
Taxi,1,1082.76582182247
Taxi,0,924.627049816965
Taxi,1,1857.5245268237986
Taxi,0,425.1419233434865
Taxi,1,1074.3761713806527
Taxi,4,1018.1189771045525
Taxi,2,616.0577416138983
Strassenbahn,0,1148.328638364308
Strassenbahn,0,1184.0890105976844
Taxi,2,743.7080468212997
Taxi,0,535.7078468310307
Taxi,2,973.7854420427457
Taxi,1,1183.5373865271054
Strassenbahn,0,1254.587203183845
Taxi,1,814.9514563784826
Strassenbahn,0,1027.7692460385615
Taxi,1,484.8346262981719
Taxi,0,641.9305573054154
Strassenbahn,0,1163.7529420222286
Taxi,1,1203.2442364121846
Taxi,0,878.2473300258204
Taxi,0,570.699270558758
Taxi,0,1082.8894235403286
Strassenbahn,0,1204.3369369091256
Strassenbahn,0,1040.0001969861978
Taxi,0,553.4683438592383
Strassenbahn,0,1297.0439379147347
Strassenbahn,0,1005.1160875042037
Strassenbahn,0,1193.0643522935652
Strassenbahn,0,1041.5652965135523
Taxi,0,554.7563272446944
Strassenbahn,0,1062.4197858588104
Taxi,0,848.4261722462855
Taxi,3,862.3178338780042
Strassenbahn,0,1100.077748846235
Taxi,1,922.6620299735744
Strassenbahn,0,1280.4909203483026
Strassenbahn,0,1057.4502430972561
Taxi,1,1134.8168097152386
Taxi,1,833.637976147975
Taxi,0,634.139102543338
Strassenbahn,0,1045.866622382055
Taxi,0,638.2976368923105
Strassenbahn,0,1073.5226401172615
Taxi,3,843.4856391092667
Strassenbahn,0,1049.7290775810682
Taxi,0,854.5862877762091
Taxi,0,820.1871420833933
Strassenbahn,0,1146.8333846099306
Taxi,0,500.9415897341434
Strassenbahn,0,1019.1768862014876
Taxi,2,816.5686505116687
Taxi,1,1004.5042156578706
Taxi,0,521.2195655023742
Taxi,2,766.141918194577
Strassenbahn,0,1193.1288687327863
Taxi,0,999.9067930923834
Taxi,2,1621.4410936260124
Strassenbahn,0,1043.4428705399432
Taxi,1,1508.3032832502145
Strassenbahn,0,1120.2506057861901
Strassenbahn,0,1003.7033685660241
Strassenbahn,0,1134.6878591049021
Strassenbahn,0,1121.5770555687043
Strassenbahn,0,1216.099304173878
Strassenbahn,0,1267.87071817566
Strassenbahn,0,1057.2183219342312
Taxi,0,926.5403880656908
Strassenbahn,0,1069.7440366535197
Taxi,0,992.02186584172
Taxi,0,534.7618581655
Strassenbahn,0,1294.9427611645037
Taxi,4,726.3554963372769
Taxi,1,682.1805481231836
Taxi,1,672.1933554941172
Taxi,0,1077.3189930052945
Taxi,4,820.2124720401787
Taxi,0,822.6032668441102
Taxi,0,708.5888687378873
Taxi,1,1134.9452671356044
Strassenbahn,0,1103.467964930769
Taxi,1,578.2486165638411
Taxi,0,1247.0333011402413
Taxi,1,998.5362213809407
Taxi,0,930.2232497457566
Strassenbahn,0,1257.7876003098022
Strassenbahn,0,1252.566048385583
Strassenbahn,0,1081.2081396419226
Taxi,2,977.8382752529594
Strassenbahn,0,1243.0646960450472
Taxi,4,898.1680029544469
Strassenbahn,0,1227.8567251605364
Taxi,0,836.1071742253952
Taxi,0,537.0799392344373
Taxi,1,909.9680676733818
Taxi,0,619.5382414374542
Taxi,1,1218.3837084539564
Strassenbahn,0,997.4639861836981
Taxi,0,1098.2660388873653
Taxi,1,1029.6438977614491
Taxi,2,807.3788427956242
Strassenbahn,0,1153.6740982140277
Taxi,0,661.1711933653819
Strassenbahn,0,1117.7885268158905
Taxi,1,1557.797352437643
Taxi,0,743.9483429667259
Taxi,0,488.5922975283603
Taxi,0,1394.8019888398435
Taxi,0,643.2121068696532
Taxi,0,521.7063015470775
Strassenbahn,0,1259.7725081425388
Taxi,1,929.4218855407148
Strassenbahn,0,1048.8180822008235
Taxi,0,1446.1489023628005
Strassenbahn,0,1134.8542398779705
Strassenbahn,0,1282.943337820288
Strassenbahn,0,1029.0586439669182
Strassenbahn,0,1068.54323187819
Taxi,1,1570.3887997319662
Taxi,0,693.0313548050586
Taxi,3,552.3357402778577
Taxi,0,670.720347562517
Taxi,0,683.73964181846
Strassenbahn,0,1132.68905982948
Taxi,0,619.2385037853228
Taxi,0,1075.5872745366232
Taxi,3,826.9769777994285
Taxi,0,742.002044821259
Taxi,1,762.5200577135804
Taxi,0,462.9151138341838
Taxi,2,1182.2498388029687
Taxi,1,1101.0786438433097
Taxi,0,543.9943838470562
Taxi,0,592.6242230488931
Strassenbahn,0,1220.2293933944443
Taxi,0,594.4708212561927
Strassenbahn,0,1105.9579956165153
Strassenbahn,0,1189.7093290521198
Strassenbahn,0,1115.5466954682697
Taxi,0,805.027992558951
Strassenbahn,0,1038.965970898903
Taxi,0,854.6162245113468
Strassenbahn,0,1139.3168291252434
Strassenbahn,0,1026.2112977156323
Strassenbahn,0,1067.1105295495731
Strassenbahn,0,1172.166324256038
Taxi,0,1098.1438010113297
Taxi,1,740.5954318887539
Taxi,1,823.1017396943032
Strassenbahn,0,1145.2656011713966
Taxi,0,1462.6022301383045
Taxi,0,505.06969524660354
Taxi,2,765.0111524432399
Taxi,2,1098.2341465362622
Strassenbahn,0,1142.4835536430824
Strassenbahn,0,1247.742096291201
Taxi,0,566.0479351038571
Taxi,2,638.048003690374
Strassenbahn,0,1102.388201109468
Taxi,1,1213.8458309449857
Taxi,0,574.0079967837264
Taxi,0,568.2169092528368
Taxi,0,715.3906685879466
Taxi,0,854.4749014149402
Taxi,3,996.2458135824238
Strassenbahn,0,1077.6535032125294
Taxi,0,941.9215868648809
Strassenbahn,0,1015.8236533864354
Taxi,0,716.5405218858562
Strassenbahn,0,1012.7865415964151
Taxi,4,837.6079707519988
Taxi,0,459.4953948093679
Taxi,0,564.413546434391
Strassenbahn,0,1001.8731878729577
Strassenbahn,0,999.2653580281172
Taxi,0,560.615637957208
Taxi,0,726.4188641978717
Strassenbahn,0,1065.5296526126149
Strassenbahn,0,1090.2583857903182
Strassenbahn,0,1159.2426750661152
Strassenbahn,0,1022.5448018474067
Strassenbahn,0,1039.4152765920476
Taxi,0,553.4343471897757
Taxi,0,712.3854534594698
Taxi,1,875.8209761661274
Strassenbahn,0,1218.480864346985
Taxi,1,1069.132851483353
Strassenbahn,0,1095.7845941164405
Strassenbahn,0,1269.894629592301
Taxi,1,1118.8029464912356
Strassenbahn,0,1136.2809414309468
Strassenbahn,0,1005.8131348691026
Strassenbahn,0,1032.1595528881035
Taxi,0,771.7047832941811
Taxi,0,1551.9948528294694
Taxi,0,746.9601063315093
Strassenbahn,0,1076.5550866964777
Taxi,0,1385.1793271206502
Taxi,2,970.3902540528267
Strassenbahn,0,1060.4461948683424
Taxi,2,883.3109455966894
Taxi,0,691.8044245734621
Strassenbahn,0,1196.0972344317718
Strassenbahn,0,1206.962665847328
Taxi,2,965.6806795254294
Strassenbahn,0,1158.4780241928404
Strassenbahn,0,1103.7866947578254
Strassenbahn,0,1225.784138119232
Taxi,3,866.094704073581
Strassenbahn,0,1059.0268082574346
Taxi,0,714.2339368448761
Strassenbahn,0,1277.036171613223
Strassenbahn,0,1252.7146522123742
Strassenbahn,0,1155.6452998401933
Taxi,0,1348.9627325585393
Taxi,1,779.9903774671723
Taxi,0,602.5215644205289
Strassenbahn,0,995.1657644788891
Taxi,0,984.6845576529964
Taxi,0,671.0184121606019
Taxi,0,846.1989495056939
Strassenbahn,0,1228.5615051722648
Taxi,0,1076.8424805709528
Strassenbahn,0,1180.8774274111847
Strassenbahn,0,1141.7961130892909
Taxi,1,1079.3359742697971
Strassenbahn,0,1303.3818182992154
Strassenbahn,0,1236.8096731304263
Strassenbahn,0,1243.2281503794825
Taxi,1,819.9353068457447
Taxi,0,680.0825370601933
Strassenbahn,0,1151.0124890264947
Taxi,3,762.355178991485
Strassenbahn,0,1066.28472279765
Strassenbahn,0,1055.7997712683998
Strassenbahn,0,1195.9821561013684
Strassenbahn,0,1045.4366644469465
Taxi,0,531.318486359487
Strassenbahn,0,1113.6843449720218
Taxi,0,471.6346254582077
Strassenbahn,0,1234.4883699977963
Strassenbahn,0,1182.8616814583943
Taxi,3,1082.1247875849526
Taxi,1,1037.920082702952
Strassenbahn,0,1069.774937750481
Taxi,0,797.1874603165822
Taxi,2,805.0990692499236
Taxi,1,1324.4531917538552
Strassenbahn,0,1007.9955819176324
Strassenbahn,0,1074.6190388433065
Strassenbahn,0,984.4450180504607
Strassenbahn,0,1026.2281182460365
Taxi,0,640.2085381804754
Taxi,0,632.0451674659241
Strassenbahn,0,1043.7669936153948
Taxi,0,820.4731007879973
Taxi,0,579.7173296915037
Taxi,0,634.2468178456769
Strassenbahn,0,1148.1884381794657
Taxi,0,984.05404646073
Strassenbahn,0,1237.0849377489753
Strassenbahn,0,1276.2243946395063
Taxi,0,604.8392064421038
Taxi,0,609.9440350180175
Strassenbahn,0,1169.5802776083083
Taxi,0,1028.8503676158948
Strassenbahn,0,1082.256737042083
Taxi,1,786.7598562058765
Taxi,0,601.7592122464841
Taxi,0,830.9919633669319
Taxi,2,761.349207111084
Strassenbahn,0,1164.5689165701797
Strassenbahn,0,1157.1787003961572
Strassenbahn,0,1285.6329977477537
Strassenbahn,0,991.7343038625883
Taxi,3,949.1959455474156
Strassenbahn,0,1069.5818147857103
Taxi,1,1139.0626991630522
Taxi,0,958.2959151930384
Strassenbahn,0,1221.7580202471077
Taxi,0,966.1162121574594
Strassenbahn,0,1190.9336443914194
Taxi,1,1097.7606914034586
Taxi,1,877.6483583547946
Taxi,0,546.9499693652649
Strassenbahn,0,1038.1838633339405
Strassenbahn,0,1097.6864324773205
Strassenbahn,0,1038.2032085260012
Strassenbahn,0,1240.4779063747255
Strassenbahn,0,1097.5873986912745
Taxi,0,741.6692012897483
Strassenbahn,0,1127.8968625946882
Strassenbahn,0,1116.3664218256201
Taxi,0,1102.3733194538954
Taxi,0,738.4591136059126
Taxi,4,717.0850095568333
Strassenbahn,0,1200.7278445845118
Taxi,1,1064.4156823023031
Strassenbahn,0,1002.0462108703721
Strassenbahn,0,1125.0826894176848
Taxi,0,994.8601089901094
Strassenbahn,0,1073.6147063891187
Strassenbahn,0,1111.0867306570717
Taxi,3,835.2293217936293
Taxi,0,568.4595028552548
Strassenbahn,0,1143.4035394500916
Taxi,0,899.4930655181277
Taxi,0,1325.7385448671491
Strassenbahn,0,1059.1936250449658
Taxi,1,1061.2464186100015
Strassenbahn,0,1193.3061351097085
Strassenbahn,0,1040.915972458121
Taxi,0,1536.6256259187667
Taxi,0,739.3999023705351
Taxi,0,847.3188681422472
Strassenbahn,0,1125.7751668059045
Strassenbahn,0,1115.5961008664344
Taxi,1,873.6060098591954
